PROLIFIC_PID,test_order,response
5930c7fdfa699e0001017cc1,2498,193.0
5930c7fdfa699e0001017cc1,817,310.0
5930c7fdfa699e0001017cc1,1343,106.0
5930c7fdfa699e0001017cc1,778,222.0
5930c7fdfa699e0001017cc1,204,183.0
5930c7fdfa699e0001017cc1,2669,176.0
5930c7fdfa699e0001017cc1,1178,196.0
5930c7fdfa699e0001017cc1,1157,218.0
5930c7fdfa699e0001017cc1,631,175.0
5a9262251eda410001360b2c,2287,98.0
5a9262251eda410001360b2c,2536,114.0
5a9262251eda410001360b2c,1939,107.0
5a9262251eda410001360b2c,500,321.0
5a9262251eda410001360b2c,1942,93.0
5a9262251eda410001360b2c,762,90.0
5a9262251eda410001360b2c,774,121.0
5a9262251eda410001360b2c,1218,140.0
5a9262251eda410001360b2c,2100,232.0
5a9262251eda410001360b2c,2823,286.0
5a9262251eda410001360b2c,935,302.0
5a9262251eda410001360b2c,2890,210.0
5a9262251eda410001360b2c,1239,154.0
5a9262251eda410001360b2c,206,144.0
5a9262251eda410001360b2c,2478,211.0
5a9262251eda410001360b2c,394,137.0
5a9262251eda410001360b2c,228,174.0
5a9262251eda410001360b2c,1395,84.0
5a9262251eda410001360b2c,1356,70.0
5a9262251eda410001360b2c,1832,160.0
67ddb2b3632a36367168984e,2685,182.0
67ddb2b3632a36367168984e,651,137.0
67ddb2b3632a36367168984e,877,199.0
67ddb2b3632a36367168984e,2288,128.0
67ddb2b3632a36367168984e,1495,148.0
67ddb2b3632a36367168984e,2257,755.0
67ddb2b3632a36367168984e,2214,125.0
67ddb2b3632a36367168984e,2594,128.0
67ddb2b3632a36367168984e,1565,167.0
67ddb2b3632a36367168984e,1907,114.0
67ddb2b3632a36367168984e,544,144.0
67ddb2b3632a36367168984e,773,133.0
67ddb2b3632a36367168984e,4,132.0
67ddb2b3632a36367168984e,1632,148.0
67ddb2b3632a36367168984e,502,158.0
67ddb2b3632a36367168984e,2372,110.0
67ddb2b3632a36367168984e,2311,180.0
67ddb2b3632a36367168984e,1874,148.0
67ddb2b3632a36367168984e,2402,204.0
67ddb2b3632a36367168984e,1847,231.0
63977b3438a0ebce6131d30a,900,204.0
63977b3438a0ebce6131d30a,570,170.0
63977b3438a0ebce6131d30a,2071,140.0
63977b3438a0ebce6131d30a,2120,183.0
63977b3438a0ebce6131d30a,2872,205.0
63977b3438a0ebce6131d30a,2728,213.0
63977b3438a0ebce6131d30a,14,185.0
63977b3438a0ebce6131d30a,2568,130.0
63977b3438a0ebce6131d30a,684,124.0
63977b3438a0ebce6131d30a,2275,276.0
63977b3438a0ebce6131d30a,589,171.0
63977b3438a0ebce6131d30a,1206,106.0
63977b3438a0ebce6131d30a,791,111.0
63977b3438a0ebce6131d30a,583,233.0
63977b3438a0ebce6131d30a,292,167.0
63977b3438a0ebce6131d30a,1400,204.0
63977b3438a0ebce6131d30a,1743,151.0
63977b3438a0ebce6131d30a,1838,254.0
63977b3438a0ebce6131d30a,2199,224.0
63977b3438a0ebce6131d30a,1590,208.0
67e7e2535e2bf374651ee45d,2369,370.0
67e7e2535e2bf374651ee45d,1247,259.0
67e7e2535e2bf374651ee45d,2449,256.0
67e7e2535e2bf374651ee45d,2235,305.0
67e7e2535e2bf374651ee45d,536,262.0
67e7e2535e2bf374651ee45d,1923,446.0
67e7e2535e2bf374651ee45d,1957,277.0
67e7e2535e2bf374651ee45d,1356,341.0
67e7e2535e2bf374651ee45d,541,280.0
67e7e2535e2bf374651ee45d,1838,383.0
67e7e2535e2bf374651ee45d,2849,372.0
67e7e2535e2bf374651ee45d,1709,302.0
67e7e2535e2bf374651ee45d,907,304.0
67e7e2535e2bf374651ee45d,896,278.0
67e7e2535e2bf374651ee45d,481,268.0
67e7e2535e2bf374651ee45d,1865,286.0
67e7e2535e2bf374651ee45d,222,242.0
67e7e2535e2bf374651ee45d,1952,205.0
67e7e2535e2bf374651ee45d,2018,332.0
67e7e2535e2bf374651ee45d,1632,289.0
67d88c8ea406f869095b928c,11,195.0
67d88c8ea406f869095b928c,204,133.0
67d88c8ea406f869095b928c,331,95.0
67d88c8ea406f869095b928c,1498,285.0
67d88c8ea406f869095b928c,814,120.0
67d88c8ea406f869095b928c,2847,140.0
67d88c8ea406f869095b928c,1954,130.0
67d88c8ea406f869095b928c,2249,135.0
67d88c8ea406f869095b928c,758,145.0
67d88c8ea406f869095b928c,416,190.0
67d88c8ea406f869095b928c,1224,180.0
67d88c8ea406f869095b928c,1491,140.0
67d88c8ea406f869095b928c,714,160.0
67d88c8ea406f869095b928c,127,120.0
67d88c8ea406f869095b928c,1696,320.0
67d88c8ea406f869095b928c,2169,145.0
67d88c8ea406f869095b928c,1570,215.0
67d88c8ea406f869095b928c,2533,165.0
67d88c8ea406f869095b928c,2440,220.0
67d88c8ea406f869095b928c,73,230.0
67eb771c1a7c26231bdf6ee7,562,140.0
67eb771c1a7c26231bdf6ee7,714,171.0
67eb771c1a7c26231bdf6ee7,1978,150.0
67eb771c1a7c26231bdf6ee7,1250,131.0
67eb771c1a7c26231bdf6ee7,478,209.0
67eb771c1a7c26231bdf6ee7,1579,201.0
67eb771c1a7c26231bdf6ee7,181,140.0
67eb771c1a7c26231bdf6ee7,2797,202.0
67eb771c1a7c26231bdf6ee7,1395,110.0
67eb771c1a7c26231bdf6ee7,614,133.0
67eb771c1a7c26231bdf6ee7,2226,228.0
67eb771c1a7c26231bdf6ee7,2440,160.0
67eb771c1a7c26231bdf6ee7,631,191.0
67eb771c1a7c26231bdf6ee7,1766,187.0
67eb771c1a7c26231bdf6ee7,1593,214.0
67eb771c1a7c26231bdf6ee7,1235,209.0
67eb771c1a7c26231bdf6ee7,1556,220.0
67eb771c1a7c26231bdf6ee7,1118,192.0
67eb771c1a7c26231bdf6ee7,1186,213.0
67eb771c1a7c26231bdf6ee7,1585,219.0
67e442723cbc162990372932,1748,200.0
67e442723cbc162990372932,1467,215.0
67e442723cbc162990372932,655,120.0
67e442723cbc162990372932,1791,220.0
67e442723cbc162990372932,701,148.0
67e442723cbc162990372932,2852,140.0
67e442723cbc162990372932,2426,154.0
67e442723cbc162990372932,2311,191.0
67e442723cbc162990372932,1403,200.0
67e442723cbc162990372932,2122,192.0
67e442723cbc162990372932,415,187.0
67e442723cbc162990372932,302,198.0
67e442723cbc162990372932,231,133.0
67e442723cbc162990372932,1614,233.0
67e442723cbc162990372932,465,125.0
67e442723cbc162990372932,1071,242.0
67e442723cbc162990372932,2176,123.0
67e442723cbc162990372932,2277,223.0
67e442723cbc162990372932,2444,229.0
67e442723cbc162990372932,2535,243.0
6779b3f5da139c35d01721b1,847,337.0
6779b3f5da139c35d01721b1,288,111.0
6779b3f5da139c35d01721b1,2136,160.0
6779b3f5da139c35d01721b1,2556,129.0
6779b3f5da139c35d01721b1,397,258.0
6779b3f5da139c35d01721b1,1404,152.0
6779b3f5da139c35d01721b1,1504,188.0
6779b3f5da139c35d01721b1,440,562.0
6779b3f5da139c35d01721b1,2132,423.0
6779b3f5da139c35d01721b1,2340,504.0
6779b3f5da139c35d01721b1,83,99.0
6779b3f5da139c35d01721b1,7,390.0
6779b3f5da139c35d01721b1,2212,372.0
6779b3f5da139c35d01721b1,2453,261.0
6779b3f5da139c35d01721b1,1145,366.0
6779b3f5da139c35d01721b1,2334,600.0
6779b3f5da139c35d01721b1,536,649.0
6779b3f5da139c35d01721b1,2832,668.0
6779b3f5da139c35d01721b1,2054,206.0
6779b3f5da139c35d01721b1,2378,193.0
5dcdb60be64aaa07c14065cc,1883,126.0
5dcdb60be64aaa07c14065cc,1072,179.0
5dcdb60be64aaa07c14065cc,1490,140.0
5dcdb60be64aaa07c14065cc,1451,115.0
5dcdb60be64aaa07c14065cc,2728,210.0
5dcdb60be64aaa07c14065cc,2556,60.0
5dcdb60be64aaa07c14065cc,1488,138.0
5dcdb60be64aaa07c14065cc,1232,204.0
5dcdb60be64aaa07c14065cc,536,165.0
5dcdb60be64aaa07c14065cc,2090,269.0
5dcdb60be64aaa07c14065cc,2569,287.0
5dcdb60be64aaa07c14065cc,1709,420.0
5dcdb60be64aaa07c14065cc,797,179.0
5dcdb60be64aaa07c14065cc,2344,211.0
5dcdb60be64aaa07c14065cc,574,433.0
5dcdb60be64aaa07c14065cc,138,195.0
5dcdb60be64aaa07c14065cc,548,179.0
5dcdb60be64aaa07c14065cc,196,162.0
5dcdb60be64aaa07c14065cc,1306,173.0
5dcdb60be64aaa07c14065cc,1209,206.0
673cbbb6e625ce8a7e323089,809,123.0
673cbbb6e625ce8a7e323089,367,208.0
673cbbb6e625ce8a7e323089,2456,215.0
673cbbb6e625ce8a7e323089,2588,125.0
673cbbb6e625ce8a7e323089,1504,137.0
673cbbb6e625ce8a7e323089,1510,214.0
673cbbb6e625ce8a7e323089,2157,231.0
673cbbb6e625ce8a7e323089,1540,184.0
673cbbb6e625ce8a7e323089,633,219.0
673cbbb6e625ce8a7e323089,980,224.0
673cbbb6e625ce8a7e323089,2594,163.0
673cbbb6e625ce8a7e323089,1133,342.0
673cbbb6e625ce8a7e323089,2473,236.0
673cbbb6e625ce8a7e323089,2291,212.0
673cbbb6e625ce8a7e323089,703,190.0
673cbbb6e625ce8a7e323089,1219,214.0
673cbbb6e625ce8a7e323089,1072,304.0
673cbbb6e625ce8a7e323089,837,272.0
673cbbb6e625ce8a7e323089,559,240.0
673cbbb6e625ce8a7e323089,757,177.0
67574d2fa6c77a56709e95a8,522,240.0
67574d2fa6c77a56709e95a8,2277,250.0
67574d2fa6c77a56709e95a8,574,170.0
67574d2fa6c77a56709e95a8,2709,150.0
67574d2fa6c77a56709e95a8,944,95.0
67574d2fa6c77a56709e95a8,1857,200.0
67574d2fa6c77a56709e95a8,2888,211.0
67574d2fa6c77a56709e95a8,1847,175.0
67574d2fa6c77a56709e95a8,1498,240.0
67574d2fa6c77a56709e95a8,1649,202.0
67574d2fa6c77a56709e95a8,365,175.0
67574d2fa6c77a56709e95a8,2554,140.0
67574d2fa6c77a56709e95a8,2591,211.0
67574d2fa6c77a56709e95a8,300,153.0
67574d2fa6c77a56709e95a8,2035,160.0
67574d2fa6c77a56709e95a8,82,169.0
67574d2fa6c77a56709e95a8,2011,140.0
67574d2fa6c77a56709e95a8,1163,151.0
67574d2fa6c77a56709e95a8,2180,176.0
67574d2fa6c77a56709e95a8,138,192.0
67e85abca44b52f2e03fcbb1,2556,121.0
67e85abca44b52f2e03fcbb1,1288,140.0
67e85abca44b52f2e03fcbb1,1334,150.0
67e85abca44b52f2e03fcbb1,2669,151.0
67e85abca44b52f2e03fcbb1,817,252.0
67e85abca44b52f2e03fcbb1,2357,200.0
67e85abca44b52f2e03fcbb1,2790,211.0
67e85abca44b52f2e03fcbb1,1894,208.0
67e85abca44b52f2e03fcbb1,1235,161.0
67e85abca44b52f2e03fcbb1,867,241.0
67e85abca44b52f2e03fcbb1,1991,175.0
67e85abca44b52f2e03fcbb1,2197,164.0
67e85abca44b52f2e03fcbb1,574,188.0
67e85abca44b52f2e03fcbb1,1178,202.0
67e85abca44b52f2e03fcbb1,1400,204.0
67e85abca44b52f2e03fcbb1,1074,201.0
67e85abca44b52f2e03fcbb1,2639,175.0
67e85abca44b52f2e03fcbb1,2564,172.0
67e85abca44b52f2e03fcbb1,206,140.0
67e85abca44b52f2e03fcbb1,881,200.0
5c95493ddd325800166f838a,1571,180.0
5c95493ddd325800166f838a,365,183.0
5c95493ddd325800166f838a,2244,160.0
5c95493ddd325800166f838a,593,206.0
5c95493ddd325800166f838a,1588,485.0
5c95493ddd325800166f838a,112,416.0
5c95493ddd325800166f838a,1991,128.0
5c95493ddd325800166f838a,2647,107.0
5c95493ddd325800166f838a,2136,160.0
5c95493ddd325800166f838a,41,458.0
5c95493ddd325800166f838a,2591,180.0
5c95493ddd325800166f838a,903,113.0
5c95493ddd325800166f838a,1590,372.0
5c95493ddd325800166f838a,2790,246.0
5c95493ddd325800166f838a,2890,198.0
5c95493ddd325800166f838a,2090,407.0
5c95493ddd325800166f838a,2105,266.0
5c95493ddd325800166f838a,1808,192.0
5c95493ddd325800166f838a,1363,102.0
67472b406557adf9044c6e34,1606,158.0
67472b406557adf9044c6e34,232,121.0
67472b406557adf9044c6e34,907,132.0
67472b406557adf9044c6e34,1219,153.0
67472b406557adf9044c6e34,1795,472.0
67472b406557adf9044c6e34,2623,168.0
67472b406557adf9044c6e34,2513,527.0
67472b406557adf9044c6e34,2728,128.0
67472b406557adf9044c6e34,1720,648.0
67472b406557adf9044c6e34,1218,120.0
67472b406557adf9044c6e34,2915,258.0
67472b406557adf9044c6e34,1416,182.0
67472b406557adf9044c6e34,2071,200.0
67472b406557adf9044c6e34,1266,438.0
67472b406557adf9044c6e34,1150,466.0
67472b406557adf9044c6e34,83,213.0
67472b406557adf9044c6e34,614,106.0
67472b406557adf9044c6e34,2484,230.0
67472b406557adf9044c6e34,2037,226.0
67472b406557adf9044c6e34,51,523.0
